Categories;Categories 1;Categories 2;Categories 3;Continents;Country;En el TOP;Rank Tops;Table Names;Username;Comments;Engagement;Likes;Nº Total Channels;Rank;Suscribers;Total Suscribers;Visits
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GoldminesPremiere;0;0,001076923;154;1;750;14300000;14300000;8300
Juguetes;Juguetes;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;kidstvindia;0;0,000685315;98;1;751;14300000;14300000;34700
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;atlanticrecords;7;0,001734266;241;1;752;14300000;14300000;6100
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Mythpat;4400;0,787412587;108200;1;753;14300000;14300000;1500000
;;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SuperPolina;0;0,000713287;102;1;754;14300000;14300000;53700
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TVAnaEmilia;84;0,008979021;1200;1;755;14300000;14300000;29600
Animación;Animación;Videojuegos;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Acenix;497;0,151727273;21200;1;756;14300000;14300000;580800
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LizaBaez;1000;1,154225352;162900;1;757;14200000;14200000;2000000
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;linhnhishorts;4;0,042281690;6000;1;758;14200000;14200000;322200
Películas;Películas;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;penguinz0;3800;0,620422535;84300;1;759;14200000;14200000;1600000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;trapcity;31;0,005971831;817;1;760;14200000;14200000;18000
Coches y vehículos;Coches y vehículos;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AM3NlC;237;0,145652482;20300;1;761;14100000;14100000;229800
Deportes;Deportes;;;Europa;Reino Unido;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;thef2;355;0,148617021;20600;1;762;14100000;14100000;711800
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DesiGamers_;3100;0,570212766;77300;1;763;14100000;14100000;588900
Noticias y Política;Noticias y Política;;;África;Marruecos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AlArabiya;27;0,001992908;254;1;764;14100000;14100000;13100
Películas;Películas;;;América del Sur;Argentina;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;refugiomental6032;19;0,009354610;1300;1;765;14100000;14100000;80200
Películas;Películas;Animación;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;WanasahTV1;0;0,006496454;916;1;766;14100000;14100000;200100
;;;;América del Sur;Argentina;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;bigchungusYT;4500;4,085815603;571600;1;767;14100000;14100000;7400000
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;blockbustermovies7960;2;0,001241135;173;1;768;14100000;14100000;8700
Juguetes;Juguetes;Coches y vehículos;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LittleTreehouseNurseryRhymes;0;0,000702128;99;1;769;14100000;14100000;48900
Películas;Películas;Videojuegos;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MasterskayaNastroeny;92;0,031148936;4300;1;770;14100000;14100000;282400
Noticias y Política;Noticias y Política;;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;gmanews;1;0,000453901;63;1;771;14100000;14100000;3600
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RighttoShiksha;95;0,331170213;46600;1;772;14100000;14100000;402700
Juguetes;Juguetes;Coches y vehículos;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Infobellsrhymes;0;0,003428571;480;1;773;14000000;14000000;33600
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;jtcasey;292;0,126371429;17400;1;774;14000000;14000000;390600
Vlogs diarios;Vlogs diarios;;;Ásia;Turquía;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;CznBurak;296;0,129257143;17800;1;775;14000000;14000000;341500
;;;;América del Sur;Colombia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LaGranjadelBorrego;518;1,045842857;145900;1;776;14000000;14000000;1500000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;itsbrothersvlog;13;9,285714286e-05;0;1;777;14000000;14000000;1200000
Películas;Películas;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ryan;1100;1,008571429;140100;1;778;14000000;14000000;2100000
Videojuegos;Videojuegos;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;lunomosik;1600;0,253956835;33700;1;779;13900000;13900000;1400000
Comida y bebida;Comida y bebida;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;nishamadhulika;417;0,026021583;3200;1;780;13900000;13900000;235600
Animación;Animación;Humor;Juguetes;Europa;Francia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;adeletsami3286;0;0,000575540;80;1;781;13900000;13900000;20700
Música y baile;Música y baile;Animación;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JDPantojaA;10000;0,931654676;119500;1;782;13900000;13900000;2200000
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TypicalGamer;224;0,046215827;6200;1;783;13900000;13900000;248200
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MashaBearUkraine;0;0,011510791;1600;1;784;13900000;13900000;147900
Películas;Películas;Animación;;Europa;Reino Unido;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BBC;6;0,001568345;212;1;785;13900000;13900000;9300
Música y baile;Música y baile;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;codiscos;7;0,001431655;192;1;786;13900000;13900000;10000
Animación;Animación;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;123GOSpanish;12;0,002985612;403;1;787;13900000;13900000;25000
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;cainguzman;53;0,178079137;24700;1;788;13900000;13900000;548900
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MoniLinaFamily;14;0,115208633;16000;1;789;13900000;13900000;462200
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;pokemonkidstv;0;0;0;1;790;13900000;13900000;19000
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;dhruvrathee;10000;2,199280576;295700;1;791;13900000;13900000;6600000
Humor;Humor;;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ZeinabHarakeVlogs;784;0,258158273;35100;1;792;13900000;13900000;1100000
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TwinsFromRussiaRevega;9;0,010856115;1500;1;793;13900000;13900000;50000
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SaturdayNightLive;611;0,102237410;13600;1;794;13900000;13900000;801000
Películas;Películas;Humor;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;KidsLineKOYA;0;0,000187050;26;1;795;13900000;13900000;6000
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;jojotvhindi;4;0,001388489;189;1;796;13900000;13900000;21200
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TrakinTech;534;0,113194245;15200;1;797;13900000;13900000;261200
Moda;Moda;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Vogue;160;0,031366906;4200;1;798;13900000;13900000;135500
;;;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MyMateNate;1600;0,236690647;31300;1;799;13900000;13900000;1200000
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FAPTV;6;0,009395683;1300;1;800;13900000;13900000;42300
Vlogs diarios;Vlogs diarios;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Behindwoodstv;4;0,003036232;415;1;801;13800000;13800000;14300
Animación;Animación;Humor;;América del Sur;Colombia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NANDO;306;0,126130435;17100;1;802;13800000;13800000;1200000
Animación;Animación;Videojuegos;;Ásia;Arabia Saudita;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BanderitaX;2700;0,415942029;54700;1;803;13800000;13800000;825400
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LukeDidThat;2500;1,085507246;147300;1;804;13800000;13800000;3800000
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PlayHard;115;0,134891304;18500;1;805;13800000;13800000;189500
Música y baile;Música y baile;Películas;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MCDivertida;0;0,007971014;1100;1;806;13800000;13800000;309600
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Adaahqueen;191;0,617326087;85000;1;807;13800000;13800000;1100000
Misterio;Misterio;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DALLMYD;0;0;0;1;808;13700000;13700000;0
Animación;Animación;Humor;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MAIKI021;61;0,005467153;688;1;809;13700000;13700000;7700
Música y baile;Música y baile;;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;awakeningrecords;108;0,016846715;2200;1;810;13700000;13700000;31300
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;manishsahufitness47;197;0,316036496;43100;1;811;13700000;13700000;844400
Películas;Películas;Humor;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;mymissanand;860;0,088759124;11300;1;812;13700000;13700000;882900
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Matt.Larose;279;0,880868613;120400;1;813;13700000;13700000;2400000
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Caylus;502;0,081766423;10700;1;814;13700000;13700000;483500
Música y baile;Música y baile;Humor;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ladydiana11;2400;0,330656934;42900;1;815;13700000;13700000;1600000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TechnologyGyan;1600;0,210948905;27300;1;816;13700000;13700000;431600
Películas;Películas;Animación;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BUDI01GAMING;985;0,165583942;21700;1;817;13700000;13700000;464800
Humor;Humor;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LofiGirl;345;0,112737226;15100;1;818;13700000;13700000;283100
Películas;Películas;Humor;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Anaysa;235;0,054270073;7200;1;819;13700000;13700000;320100
Animación;Animación;Videojuegos;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PozziGamer;1000;0,110948905;14200;1;820;13700000;13700000;370300
Educación;Educación;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TheInfographicsShow;274;0,025357664;3200;1;821;13700000;13700000;140900
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Littleglove;144;0,357676471;48500;1;822;13600000;13600000;825700
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SonotekBhakti;15;0,002102941;271;1;823;13600000;13600000;15300
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;gags;32;0,008323529;1100;1;824;13600000;13600000;96100
;;;;América del Sur;Perú;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;soysuco24;3300;1,124264706;149600;1;825;13600000;13600000;1600000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;zeetamil;1;0,001926471;261;1;826;13600000;13600000;14600
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;onlinejobRk;14;0,000925926;111;1;827;13500000;13500000;5000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;KabitasKitchen;187;0,029533333;3800;1;828;13500000;13500000;107000
Comida y bebida;Comida y bebida;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Wengie;64;0,005251852;645;1;829;13500000;13500000;10000
Animación;Animación;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BrawlStars;880;0,318370370;42100;1;830;13500000;13500000;516000
Fitness;Fitness;Salud y autoayuda;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;athleanx;319;0,071251852;9300;1;831;13500000;13500000;216200
Películas;Películas;Animación;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PeppaPigPortuguesOficial;0;0,011111111;1500;1;832;13500000;13500000;353000
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;prantoniojunior;2200;0,371851852;48000;1;833;13500000;13500000;210900
Películas;Películas;Animación;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;VexTrexKidsCartoon;0;0;0;1;834;13500000;13500000;34400
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;theRadBrad;325;0,065370370;8500;1;835;13500000;13500000;196100
Música y baile;Música y baile;Películas;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MattSDance;44;0,017362963;2300;1;836;13500000;13500000;62500
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TheQ_original;5;0,002074074;275;1;837;13500000;13500000;10800
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;WiederDude;0;0;0;1;838;13500000;13500000;0
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Akon;123;0,014244444;1800;1;839;13500000;13500000;35400
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;H2ODelirious;113;0,036392593;4800;1;840;13500000;13500000;97600
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;cute.shivani.05;725;0,005410448;0;1;841;13400000;13400000;1400000
Deportes;Deportes;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;redbull;255;0,218320896;29000;1;842;13400000;13400000;507800
Películas;Películas;Humor;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AlexGonzagaOfficial;1100;0,247761194;32100;1;843;13400000;13400000;1300000
Películas;Películas;Animación;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;einerdtv;1000;0,197761194;25500;1;844;13400000;13400000;194200
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;OficialHungria;135;0,035335821;4600;1;845;13400000;13400000;33100
Música y baile;Música y baile;;;América del Sur;Perú;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RauwAlejandroTv;2800;0,696268657;90500;1;846;13400000;13400000;6800000
Educación;Educación;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;knowledgetvhindi001;126;0,022582090;2900;1;847;13400000;13400000;74700
Juguetes;Juguetes;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MoonbugKids_SingAlongWithMe;0;0,000619403;83;1;848;13400000;13400000;60300
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;lokdhunpunjabi;9;0,001345865;170;1;849;13300000;13300000;6800
Vlogs diarios;Vlogs diarios;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;theworldadventureshindi;15;0,001819549;227;1;850;13300000;13300000;4200
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;dianaromaind;0;0,003007519;400;1;851;13300000;13300000;204200
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;janesergo;9;0,011345865;1500;1;852;13300000;13300000;50800
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FamilyFitnessChannel;539;0,151421053;19600;1;853;13300000;13300000;422000
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;sinotalgaming;4;0,001142857;148;1;854;13300000;13300000;4800
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;nhstudioz;5;0,001924812;251;1;855;13300000;13300000;53000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NITINFREEFIRE;3300;1,160150376;151000;1;856;13300000;13300000;1200000
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;redetv;3;0,001165414;152;1;857;13300000;13300000;4200
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GustavoParodiasOficial;38;0,049909774;6600;1;858;13300000;13300000;99400
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;twentyonepilots;0;0;0;1;859;13300000;13300000;0
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JesseAndMike;140;0,028120301;3600;1;860;13300000;13300000;241600
ASMR;ASMR;Comida y bebida;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;sulgiyang;283;0,061992424;7900;1;861;13200000;13200000;404700
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FreeFireIndiaOfficial;467;0,059598485;7400;1;862;13200000;13200000;101300
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DRJRecordsspecials;1;0,000310606;40;1;863;13200000;13200000;9600
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TopViralTalentYT;6;0,001045455;132;1;864;13200000;13200000;8100
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JoojNatu;495;1,341628788;176600;1;865;13200000;13200000;1500000
Películas;Películas;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;CuteWolfVideos;0;0,001152672;151;1;866;13100000;13100000;50000
Música y baile;Música y baile;Animación;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DuoTiempoDeSol;0;0,001045802;137;1;867;13100000;13100000;43700
Fitness;Fitness;Salud y autoayuda;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;gymvirtual;43;0,013305344;1700;1;868;13100000;13100000;54900
Vlogs diarios;Vlogs diarios;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;KiryaKolesnikov;6;0,008442748;1100;1;869;13100000;13100000;37800
Educación;Educación;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;EnglishConnectionByKanchan;140;0,084274809;10900;1;870;13100000;13100000;194800
Vlogs diarios;Vlogs diarios;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HeidiandZidaneEsp;0;0,002160305;283;1;871;13100000;13100000;96700
Películas;Películas;Animación;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;WatchMeOff;24;0,020030534;2600;1;872;13100000;13100000;88700
Comida y bebida;Comida y bebida;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JugnuKidsvideos;0;0,000717557;94;1;873;13100000;13100000;28200
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;watchHitsHD;15;0,002885496;363;1;874;13100000;13100000;26500
Vlogs diarios;Vlogs diarios;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ColeAndSav;637;0,064404580;7800;1;875;13100000;13100000;230000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NbaYoungBoy;1000;0,222137405;28100;1;876;13100000;13100000;720400
Películas;Películas;Humor;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;francoescamilla;97;0,120587786;15700;1;877;13100000;13100000;283700
Películas;Películas;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FirstWeFeast;132;0,042992366;5500;1;878;13100000;13100000;149300
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;officialjassrecords;5;0,004045802;525;1;879;13100000;13100000;11300
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;bibotoyskor;0;0;0;1;880;13000000;13000000;13700
Animación;Animación;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Super_Senya_RU;0;0,001061538;138;1;881;13000000;13000000;28400
Comida y bebida;Comida y bebida;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NickDiGiovanni;2100;1,690769231;217700;1;882;13000000;13000000;4200000
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Enterr10Rangeela;4;0,001784615;228;1;883;13000000;13000000;16500
Vlogs diarios;Vlogs diarios;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;suhaofun;3;0,0331;4300;1;884;13000000;13000000;228200
Música y baile;Música y baile;Películas;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MundoBita;0;0,078461538;10200;1;885;13000000;13000000;350200
Películas;Películas;Animación;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ctctv;239;0,037992308;4700;1;886;13000000;13000000;523700
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TeremokTV;0;0,001038760;134;1;887;12900000;12900000;74300
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FarjanaDrawingAcademy;245;0,106550388;13500;1;888;12900000;12900000;198200
Humor;Humor;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FlowersComedy;36;0,006883721;852;1;889;12900000;12900000;54000
