Categories;Categories 1;Categories 2;Categories 3;Continents;Country;En el TOP;Rank Tops;Table Names;Username;Comments;Engagement;Likes;Nº Total Channels;Rank;Suscribers;Total Suscribers;Visits
Videojuegos;Videojuegos;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;howridiculous;2000;0,2955;57100;1;388;20000000;20000000;1700000
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ClashOfClans;368;0,10284;20200;1;389;20000000;20000000;270400
;;;;Ásia;Pakistán;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;tabii.urdu;16;0,001608040;304;1;390;19900000;19900000;11800
;;;;América del Norte;México;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TroomTroom_Es;17;0,005641414;1100;1;391;19800000;19800000;55100
Música y baile;Música y baile;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DLSNews;108;0,011656566;2200;1;392;19800000;19800000;67400
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;issei0806;127;0,463772727;91700;1;393;19800000;19800000;1600000
;;;;Ásia;Turquía;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;tarik_alhalapi;64;0,095272727;18800;1;394;19800000;19800000;810000
Salud y autoayuda;Salud y autoayuda;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DharMann;1800;0,345454545;66600;1;395;19800000;19800000;3400000
Comida y bebida;Comida y bebida;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BeastPhilanthropy;17000;3,572727273;690400;1;396;19800000;19800000;10300000
Animación;Animación;Humor;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;busyfunltd9692;202;0,053040404;10300;1;397;19800000;19800000;3000000
;;;;América del Norte;México;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Slick_Slime_Sam_Spanish;0;0,008585859;1700;1;398;19800000;19800000;114900
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HaerteTest;3;0,000338384;64;1;399;19800000;19800000;26500
;;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Mashaurso;0;0,011167513;2200;1;400;19700000;19700000;303200
Películas;Películas;Humor;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;CraftyPanda;8;0,000862245;161;1;401;19600000;19600000;15600
;;;;África;Algeria;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ArabGamesNetwork;588;0,059632653;11100;1;402;19600000;19600000;149100
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;YounesZarou;49;0,058923469;11500;1;403;19600000;19600000;260300
Animación;Animación;Juguetes;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;smilefamilyspanish1463;0;0,000584615;114;1;404;19500000;19500000;109300
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BispoBrunoLeonardo;357000;4,378974359;496900;1;405;19500000;19500000;1600000
Música y baile;Música y baile;Animación;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;sonotek;45;0,002035897;352;1;406;19500000;19500000;18000
Vlogs diarios;Vlogs diarios;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;heidizidane9861;0;0,000603093;117;1;407;19400000;19400000;28600
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;shemaroobollywoodcomedy;5;0,000726804;136;1;408;19400000;19400000;16600
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NarendraModi;61;0,007015464;1300;1;409;19400000;19400000;13500
;;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;kbsworldtv;6;0,001170103;221;1;410;19400000;19400000;4900
Música y baile;Música y baile;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;elcanaldePlimPlim;0;0;0;1;411;19400000;19400000;483600
Ciencia y tecnología;Ciencia y tecnología;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TEDEd;302;0,056711340;10700;1;412;19400000;19400000;270400
;;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;turmadamonica;0;0,018652850;3600;1;413;19300000;19300000;102300
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;iamneetubisht;832;1,100683938;211600;1;414;19300000;19300000;4099999
DIY y Life Hacks;DIY y Life Hacks;Juguetes;;Europa;Rusia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ThePoznavatel;2100;0,255958549;47300;1;415;19300000;19300000;2600000
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;theodd1sout;4400;0,286458333;50600;1;416;19200000;19200000;605300
;;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;miroska-tv;0;9,375e-05;18;1;417;19200000;19200000;4600
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;andtvchannel;0;0,000375;72;1;418;19200000;19200000;2500
Música y baile;Música y baile;;;Ásia;Tailandia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;grammygoldofficial;8;0,001296875;241;1;419;19200000;19200000;10700
Animación;Animación;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LittleAngelEspanol;0;0,000890625;171;1;420;19200000;19200000;127300
Videojuegos;Videojuegos;;;Europa;Rusia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HiBestMan;1100;0,153125;28300;1;421;19200000;19200000;787700
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JimmyKimmelLive;290;0,029790576;5400;1;422;19100000;19100000;266900
Películas;Películas;Animación;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PrimeVideoIN;5;0,003984293;756;1;423;19100000;19100000;23000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;farruko;35;0,022172775;4200;1;424;19100000;19100000;269500
Animación;Animación;Humor;Educación;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MSA.official;2700;0,479473684;88400;1;425;19000000;19000000;3700000
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TaarakMehtaKaOoltahChashmah;15;0,004589474;857;1;426;19000000;19000000;50100
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RepublicTVBharat;5;2,631578947e-05;0;1;427;19000000;19000000;8400
Educación;Educación;Juguetes;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Blippi;0;0,014210526;2700;1;428;19000000;19000000;580800
Vlogs diarios;Vlogs diarios;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LikeNastya_Vlog;0;0,012169312;2300;1;429;18900000;18900000;804200
Música y baile;Música y baile;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SonyMusicSouthVEVO;0;4,761904762e-05;9;1;430;18900000;18900000;1900
Juguetes;Juguetes;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;viralhog;20;0,006984127;1300;1;431;18900000;18900000;35900
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;alia;470;0,070053191;12700;1;432;18800000;18800000;422800
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Filaretiki;0;0,039893617;7500;1;433;18800000;18800000;245200
;;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;thexoteam;22;0,025117021;4700;1;434;18800000;18800000;62600
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Aphmau;2200;0,278191489;50100;1;435;18800000;18800000;1900000
Animación;Animación;Videojuegos;;Europa;Rusia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MrMarmok;8300;1,733510638;317600;1;436;18800000;18800000;3400000
Música y baile;Música y baile;;;Ásia;Tailandia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;rsiammusic;5;0,000465241;82;1;437;18700000;18700000;4000
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;salmannomanofficial;106;0,255112299;47600;1;438;18700000;18700000;893900
Música y baile;Música y baile;Animación;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Apple;0;0,118279570;22000;1;439;18600000;18600000;1900000
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;nomanofficial786;691;0,681134409;126000;1;440;18600000;18600000;1700000
Música y baile;Música y baile;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DesiMelodies;13;0,005446237;1000;1;441;18600000;18600000;23300
Música y baile;Música y baile;Películas;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NaisaAlifiaYurizaNAY;20;0,011397849;2100;1;442;18600000;18600000;64099
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DanielSaboya;8;0,003693548;679;1;443;18600000;18600000;19800
Comida y bebida;Comida y bebida;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GoodMythicalMorning;769;0,162736559;29500;1;444;18600000;18600000;895800
;;;;Europa;Francia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Squeezie;124;0,513032258;95300;1;445;18600000;18600000;1100000
;;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AjaKitchen;34;0,048291892;8900;1;446;18500000;18500000;197000
;;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FunForKidsTVHindiRhymes;0;0,044864865;8300;1;447;18500000;18500000;488700
;;;;Europa;España;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;thewillyrex;73;0,075940217;13900;1;448;18400000;18400000;130100
Películas;Películas;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LikeNastya_VNM;0;0;0;1;449;18400000;18400000;335900
Noticias y Política;Noticias y Política;;;Ásia;Tailandia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AMARINTVHD;2;0,000625;113;1;450;18400000;18400000;7400
;;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;pinkshirtcouple;633;0,303440217;55200;1;451;18400000;18400000;1200000
Música y baile;Música y baile;;;América del Norte;México;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;KatieAngelTV_;10800;0,5;81200;1;452;18400000;18400000;1400000
Música y baile;Música y baile;Humor;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GENHALILINTAR;132;0,036043478;6500;1;453;18400000;18400000;203600
Ciencia y tecnología;Ciencia y tecnología;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;INCRIVEL_PT;11;0,002168478;388;1;454;18400000;18400000;8000
;;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;lescopaque;0;0,015217391;2800;1;455;18400000;18400000;117800
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;News24thinkfirst;3;0,000478261;85;1;456;18400000;18400000;4000
Educación;Educación;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;zappytoons;0;0,004826087;888;1;457;18400000;18400000;187200
Ciencia y tecnología;Ciencia y tecnología;;;América del Sur;Brasil;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;manualdomundo;409;0,171633880;31000;1;458;18300000;18300000;339200
;;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;_vector_;760;1,113989071;203100;1;459;18300000;18300000;4200000
Películas;Películas;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GameTheory;2200;0,460655738;82100;1;460;18300000;18300000;1100000
Música y baile;Música y baile;;;América del Sur;Colombia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SebastianYatra;154;0,013483516;2300;1;461;18200000;18200000;37000
;;;;Ásia;Tailandia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;zbingz;521;0,080884615;14200;1;462;18200000;18200000;471800
Música y baile;Música y baile;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;tanboykun;902;0,121439560;21200;1;463;18200000;18200000;1200000
Vlogs diarios;Vlogs diarios;;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ZuniandFamilyofficial;0;0,001521978;277;1;464;18200000;18200000;118500
;;;;Europa;Rusia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Chapitosiki;14;0,030296703;5500;1;465;18200000;18200000;225300
Animación;Animación;Humor;;América del Norte;México;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MissaSinfonia;0;0;0;1;466;18200000;18200000;0
Películas;Películas;Videojuegos;;Europa;España;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TheGrefg;142;0,107373626;19400;1;467;18200000;18200000;235800
Películas;Películas;Animación;;América del Sur;Argentina;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RobleisIUTU;387;0,137291209;24600;1;468;18200000;18200000;281000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;demilovato;160;0,017;2900;1;469;18000000;18000000;29300
Animación;Animación;Juguetes;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;jasonvlogslife;0;0,007777778;1400;1;470;18000000;18000000;839900
;;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ILYABORZOV;23;0,04235;7600;1;471;18000000;18000000;233900
Música y baile;Música y baile;Juguetes;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JohnyFamilyShow;0;0,000949721;170;1;472;17900000;17900000;273800
Música y baile;Música y baile;Humor;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;jordanmatter;8400;0,619553073;102500;1;473;17900000;17900000;5400000
Juguetes;Juguetes;Coches y vehículos;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;mgcplayhouse;0;0,000217877;39;1;474;17900000;17900000;40900
Vlogs diarios;Vlogs diarios;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Jane_asmr;148;0,015438202;2600;1;475;17800000;17800000;109500
Películas;Películas;Animación;;América del Sur;Brasil;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;portadosfundos;744;0,109235955;18700;1;476;17800000;17800000;280300
;;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;IGN;79;0,005533708;906;1;477;17800000;17800000;39800
Ciencia y tecnología;Ciencia y tecnología;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;mkbhd;2500;0,531460674;92100;1;478;17800000;17800000;2900000
Educación;Educación;Juguetes;;;;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ElReinoAJugar;0;0,002438202;434;1;479;17800000;17800000;322600
;;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;cure0721;1100;0,703954802;123500;1;480;17700000;17700000;1600000
Educación;Educación;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FactTechz;709;0,099482955;16800;1;481;17600000;17600000;277000
Música y baile;Música y baile;;;Ásia;Iraq;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;musicalrmastv1;98;0,003926136;593;1;482;17600000;17600000;13800
Noticias y Política;Noticias y Política;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;VICE;268;0,028227273;4700;1;483;17600000;17600000;206600
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SagarKalraShorts;70;0,000397727;0;1;484;17600000;17600000;3200000
Películas;Películas;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;yudistardhana;137;0,118960227;20800;1;485;17600000;17600000;539900
Música y baile;Música y baile;;;;Corea del Sur;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JFlaMusic;275;0,018607955;3000;1;486;17600000;17600000;54700
Música y baile;Música y baile;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;popchartbusters;70;0,003805714;596;1;487;17500000;17500000;21100
;;;;América del Sur;Argentina;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;rubentuestaoficial;1300;1,68;292700;1;488;17500000;17500000;2400000
;;;;Ásia;Indonesia;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NasyaOfficial;0;0;0;1;489;17500000;17500000;0
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MoreAliA;460;0,1032;17600;1;490;17500000;17500000;802200
